CODIGO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
01-08-4231-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO CRISTIANO 'JERUSALEM';MARIA FELICITA ROQUE CARRERA;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-4538-46;GUATEMALA;MIXCO;"COLEGIO MODERNO DE COMPUTACIÓN ""CMC""";MARTA LUZ BETETA ORTIZ DE JORDÁN;ANGELA PATRICIA AQUINO TUN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6136-46;GUATEMALA;MIXCO;COLEGIO MIXTO BILINGUE MACDERMONT;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;AMÉRICA ANA MONTEAGUDO GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6138-46;GUATEMALA;MIXCO;COLEGIO LEHNSEN ROOSEVELT;CLAUDIO DANIEL YAC OROZCO;MIRIAM PATRICIA ORTIZ MORALES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6162-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO GRAN MOYAS;SILVIA HORTENSIA GONZALEZ MARTINEZ;TELMA VICTORIA LOPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6176-46;GUATEMALA;MIXCO;LICEO SECRETARIAL BILINGUE;SILVIA HORTENSIA GONZALEZ MARTINEZ;ESTHER STEIN HEINEMANN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6257-46;GUATEMALA;MIXCO;COLEGIO BROWN S;IXMUCANÉ ALDANA VILLAVICENCIO;JUAN GÓMEZ BERNAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6541-46;GUATEMALA;MIXCO;INSTITUTO TECNICO HINO;IXMUCANÉ ALDANA VILLAVICENCIO;MARTA ISABEL NIÑO CIFUENTES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6584-46;GUATEMALA;MIXCO;CENTRO CULTURAL DE AMERICA;SILVIA HORTENSIA GONZALEZ MARTINEZ;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6657-46;GUATEMALA;MIXCO;LICEO SALAMANCA;MADELEY MORALES VIVAR;ROSSANA MARISOL BARRIOS GONZALEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6672-46;GUATEMALA;MIXCO;INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ GUATEMALTECO HOLANDES;ROSA ALBELIA ARDON DE MOTTA;ANA BEATRIZ GIRON CORADO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-6675-46;GUATEMALA;MIXCO;COLEGIO SAN JOSÉ DE LOS INFANTES;IXMUCANÉ ALDANA VILLAVICENCIO;KAREEN AZELA SÁNCHEZ ORTIZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6741-46;GUATEMALA;MIXCO;COLEGIO TECNICO COMERCIAL ORION;RONALD MAURICIO MORALES VIVAR;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6808-46;GUATEMALA;MIXCO;COLEGIO MIXTO ESTANCIA DE LA VIRGEN;MARTA LUZ BETETA ORTIZ DE JORDAN;JORGE GRANADOS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-6959-46;GUATEMALA;MIXCO;COLEGIO BILINGUE VALENCIA;EDGAR ALBERTO SIMON CHALI;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7081-46;GUATEMALA;MIXCO;LICEO MODERNO SAN CRISTOBAL;SILVIA HORTENSIA GONZALEZ MARTINEZ;MARIO RODOLFO ASCOLI ANDREU;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7098-46;GUATEMALA;MIXCO;COLEGIO IXMUCANE;ROSA ALBELIA ARDÓN CASASOLA;SILVIA LUCRECIA GARCÍA MOYA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-7148-46;GUATEMALA;MIXCO;COLEGIO MIXTO MONTE REAL;ROSA ALBELIA ARDON DE MOTTA;MARIA EUGENIA BRAN RAMIREZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-7155-46;GUATEMALA;MIXCO;COLEGIO PRACBIL;MARTA LUZ BETETA ORTIZ DE JORDÁN;LIDIA DUBILIA PATZÁN RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7224-46;GUATEMALA;MIXCO;COLEGIO PRADO VERDE SOCIEDAD ANONIMA;MARCELINO ARNULFO DE LEÓN MEJÍA;ELVIRA CECILIA BETANCOURT ARENCIBIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7275-46;GUATEMALA;MIXCO;COLEGIO DECROLY AMERICANO;EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;ANDREA ELVIRA GRANADOS TELLO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7301-46;GUATEMALA;MIXCO;COLEGIO SEM SAN JOSE;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;ROSA ALBINA SEM GUTIÉRREZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-7313-46;GUATEMALA;MIXCO;LICEO BUENOS AIRES;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;ISIDRA MARLENE VILLATORO MÉRIDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7432-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO 'REAL ESPAÑA';MARTA LUZ BETETA ORTIZ DE JORDÁN;ANTONIETA VELÁSQUEZ AGUILAR;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7481-46;GUATEMALA;MIXCO;LICEO MIXTO BILINGUE 'MILENIO AMERICANO';ROSA ALBELIA ARDON DE MOTTA;ROSA ARDÓN DE MOTTA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7496-46;GUATEMALA;MIXCO;COLEGIO MIXTO SAN MARCOS LA COMUNIDAD;EDGAR ALBERTO SIMÓN CHALÍ;SANDRA JUDITH IXTECOC LIQUEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7517-46;GUATEMALA;MIXCO;COLEGIO CIENTIFICO INTEGRADO EN COMPUTACION;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;LUIS FELIPE VALENZUELA ESPINOZA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7571-46;GUATEMALA;MIXCO;COLEGIO PIRAMIDE;MARCELINO ARNULFO DE LEÓN MEJÍA;ANA LUCRECIA MARROQUIN GODOY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7591-46;GUATEMALA;MIXCO;COLEGIO INTEGRAL CRISTIANO;MADELEY MORALES VIVAR;MÉLANY CAROLINA ESTRADA MONROY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7620-46;GUATEMALA;MIXCO;INSTITUTO DE ESTUDIOS AVANZADOS SUGER MONTANO, EL CORTIJO;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;CESAR AUGUSTO JIMENEZ PEREZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7676-46;GUATEMALA;MIXCO;COLEGIO MIXTO JUSTO RUFINO BARRIOS;ROSA ALBELIA ARDON DE MOTTA;RUFINO ARTAGÑAN BAUTISTA GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-7682-46;GUATEMALA;MIXCO;COLEGIO TECNICO CIENTIFICO;LILIANA MARINA FLORES JIMENEZ;LIDIA CONSUELO LEMUS VELASQUEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7683-46;GUATEMALA;MIXCO;COLEGIO TECNICO CIENTIFICO;LILIANA MARINA FLORES JIMENEZ;LIDIA CONSUELO LEMUS VELASQUEZ DE TEJEDA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7688-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO EFICIENCIA;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;THELMA GÓMEZ TORRES;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7785-46;GUATEMALA;MIXCO;COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 4;OLGA MARINA AJQUEJAY SALOJ;AURA LISETHE CÓRDOVA GRANADOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7798-46;GUATEMALA;MIXCO;COLEGIO DE INFORMATICA IMB-PC;MARCELINO ARNULFO DE LEÓN MEJÍA;JESSICA LORENA PAZ ARDÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7824-46;GUATEMALA;MIXCO;COLEGIO CATÓLICO MIXTO MARÍA AUXILIO DE LOS CRISTIANOS;RENÉ SAZO NAVICHOQUE;EDILZAR MIRAMÓN OSORIO MONJARÁZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7876-46;GUATEMALA;MIXCO;COLEGIO MIXTO 'FORJADOR DE JUVENTUDES';RENE SAZO NAVICHOQUE;AMYRA VILLEGAS DE GONZÁLEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7883-46;GUATEMALA;MIXCO;LICEO MIXTO BRIGADA JUVENIL;LILIANA MARINA FLORES JIMENEZ;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-7961-46;GUATEMALA;MIXCO;LICEO VALLE PROMETIDO;MADELEY MORALES VIVAR;NOEL ADRIAN URIZAR JERÉZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8067-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA;LILIANA MARINA FLORES JIMENEZ;MARIO GONZALEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8081-46;GUATEMALA;MIXCO;COLEGIO JUAN GERARDI;EMORA EMPERATRIZ CRUZ DE FUENTES;LUIS ALBERTO QUIÑÓNEZ FLORES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8366-46;GUATEMALA;MIXCO;COLEGIO CENTRO ROSSEL EDUCATIVO;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;IRMA FLORIDALMA CUELLAR OLIVA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8370-46;GUATEMALA;MIXCO;COLEGIO MIXTO SAN JUAN BOSCO;EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;EVERILDA HERNANDEZ MARROQUIN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8372-46;GUATEMALA;MIXCO;COLEGIO MIXTO ESPAÑOL AMERICANO;MARCELINO ARNULFO DE LEÓN MEJÍA;NORMA VIOLETA VELASQUEZ FUENTES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8378-46;GUATEMALA;MIXCO;COLEGIO BILINGUE LOS ANDES;EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;EMMA MARISOL HERRERA ALVARADO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8414-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO DR. MARIANO GALVEZ;ROSA ALBELIA ARDON DE MOTTA;LUCY YURIRIA MARTINEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8415-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO DR. MARIANO GALVEZ;ROSA ALBELIA ARDON DE MOTTA;LUCY YURIRIA MARTINEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8440-46;GUATEMALA;MIXCO;COLEGIO CENTRO DE APRENDIZAJE INTEGRAL EN COMPUTACIÓN;SILVIA HORTENSIA GONZÁLEZ MARTÍNEZ DE CRÚZ;ODALIS CLARIBEL ARIAS RAMIREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8511-46;GUATEMALA;MIXCO;COLEGIO PRACBIL;MARTA LUZ BETETA ORTIZ DE JORDÁN;LIDIA DUBILIA PATZÁN RAMÍREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8516-46;GUATEMALA;MIXCO;COLEGIO DE INFORMATICA IMB-PC;CEDWIN EUGENIO CRUZ BUCARO;JESSICA LORENA PAZ ARDÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8520-46;GUATEMALA;MIXCO;CENTRO DE DESARROLLO EDUCATIVO SAN JOSE;ROSA ALBELIA ARDÓN CASASOLA;JESSICA ROSARIO PIRIR ARDÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8521-46;GUATEMALA;MIXCO;CENTRO DE DESARROLLO EDUCATIVO SAN JOSE;ROSA ALBELIA ARDON DE MOTTA;KAROL ALEJANDRA CHÁVEZ JIMÉNEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8556-46;GUATEMALA;MIXCO;COLEGIO JESUS REY DE GLORIA, S.A.;EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;SHEYLA KARINA BOLAÑOS FIGUEROA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8560-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO VOCACIONAL SAN JOSE;IXMUCANÉ ALDANA VILLAVICENCIO;DORYS TITIANA TARACENA RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8572-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA;IXMUCANE ALDANA VILLAVICENCIO;MARIO INÉS GONZÁLEZ ARREAGA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8630-46;GUATEMALA;MIXCO;CENTRO DE DESARROLLO EDUCATIVO 'SAN JOSE';CLAUDIO DANIEL YAC OROZCO;JESSICA ROSARIO PIRIR ARDÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8667-46;GUATEMALA;MIXCO;COLEGIO DE INFORMATICA IMB-PC;IDALIA DEL ROSARIO LÓPEZ SANDOVAL;JESSICA LORENA PAZ ARDÓN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8700-46;GUATEMALA;MIXCO;COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.3;MARCELINO ARNULFO DE LEÓN MEJÍA;SOFIA NOEMÍ PICÓN CARDONA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8740-46;GUATEMALA;MIXCO;CENTRO EDUCATIVO 'ADVENIAT' (VENGA A NOSOTROS);CLAUDIO DANIEL YAC OROZCO;MARIO GONZÁLEZ ARREAGA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8777-46;GUATEMALA;MIXCO;CENTRO DE SERVICIOS EDUCATIVOS INTEGRALES;ANGEL RODRIGO GONZÁLEZ LÓPEZ;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8783-46;GUATEMALA;MIXCO;COLEGIO SAN JUAN DE TURIN;JUAN WALDEMAR CABRERA MENDEZ;MARTA CANDELARIA TUM CANTO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8815-46;GUATEMALA;MIXCO;COLEGIO MIXTO EL PILAR;MADELEY MORALES VIVAR;KARLA MERCEDES PINEDA CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8891-46;GUATEMALA;MIXCO;COLEGIO MIXTO 'EL ATENEO'(POR MADUREZ);CEDWIN EUGENIO CRUZ BUCARO;JORGE GRANADOS GUZMÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-8945-46;GUATEMALA;MIXCO;COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO;MARCELINO ARNULFO DE LEÓN MEJÍA;ANA RUTH ESCOBAR SÁNCHEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-8946-46;GUATEMALA;MIXCO;COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO;MARCELINO ARNULFO DE LEÓN MEJÍA;ANA RUTH ESCOBAR SÁNCHEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9127-46;GUATEMALA;MIXCO;COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO;ROSA ALBELIA ARDON DE MOTTA;ANA RUTH ESCOBAR SÁNCHEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-9141-46;GUATEMALA;MIXCO;LICEO DE LA VEGA;IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ;CRISTOBAL EFRAÍN GIRÓN RIVERA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-9150-46;GUATEMALA;MIXCO;ESCUELA NORMAL CENTRAL DE EDUCACION FISICA;EMORA EMPERATRIZ CRUZ DE FUENTES;MIGUEL ANGEL VIELMAN MARTÍNEZ;DIVERSIFICADO;OFICIAL;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9151-46;GUATEMALA;MIXCO;COLEGIO CRISTIANO JESUS DE NAZARETH;MARCELINO ARNULFO DE LEÓN MEJÍA;ENMA DEONICIA CULAJAY COTOL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-9152-46;GUATEMALA;MIXCO;COLEGIO CRISTIANO JESUS DE NAZARETH;IXMUCANE ALDANA VILLAVICENCIO;ENMA DEONICIA CULAJAY COTOL;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-9289-46;GUATEMALA;MIXCO;COLEGIO JESUS REY DE GLORIA, S.A.;JUAN WALDEMAR CABRERA MENDEZ;VILMA ISABEL OROZCO LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9300-46;GUATEMALA;MIXCO;CENTRO ESCOLAR MIXTO AIVPEM;RONALD MAURICIO MORALES VIVAR;IRMA YOLANDA CORADO DE HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9304-46;GUATEMALA;MIXCO;LICEO CRISTIANO GUATEMALTECO 'NUEVO AMANECER';EMORA EMPERATRIZ CRUZ PEÑA DE FUENTES;ANA GABRIELA VALENCIA MIRANDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9327-46;GUATEMALA;MIXCO;LICEO CANADIENSE ROOSEVELT;EMORA EMPERATRIZ CRUZ DE FUENTES;SARA MARIBEL CHINCHILLA GAITÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9328-46;GUATEMALA;MIXCO;LICEO CANADIENSE ROOSEVELT;EMORA EMPERATRIZ CRUZ DE FUENTES;SARA MARIBEL CHINCHILLA GAITÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
01-08-9330-46;GUATEMALA;MIXCO;LICEO CANADIENSE ROOSEVELT;MIGUEL ALVARO RODRIGUEZ PORTILLO;SARA MARIBEL CHINCHILA GAITÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-9332-46;GUATEMALA;MIXCO;LICEO CANADIENSE ROOSEVELT;MIGUEL ALVARO RODRIGUEZ PORTILLO;SARA MARIBEL CHINCHILLA GAITÁN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;GUATEMALA OCCIDENTE
01-08-9340-46;GUATEMALA;MIXCO;LICEO MONTERROSO;MARCELINO ARNULFO DE LEÓN MEJÍA;VINDA NOEMÌ MONTERROSO DÁVILA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);GUATEMALA OCCIDENTE
