CODIGO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
22-11-0094-46;JUTIAPA;COMAPA;COLEGIO PARTICULAR MIXTO LICEO ESTANZUELA;FRANCISCO ALFREDO MARTÍNEZ GODOY;SULVIA ALEJANDRA CORADO ASENCIO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-11-0095-46;JUTIAPA;COMAPA;"INSTITUTO PARTICULAR DE FORMACIÓN Y DESARROLLO PROFESIONAL ""INDEFORP""";EMERSON RAÚL ORTÍZ LÓPEZ;RAFAEL GONZÁLEZ ANDRINO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-11-0096-46;JUTIAPA;COMAPA;"INSTITUTO PARTICULAR FORMACIÓN Y DESARROLLO PROFESIONAL ""INDEFORP II""";FRANCISCO ALFREDO MARTÍNEZ GODOY;EDWIN MARCIANO VALDÉZ ARANA;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-11-2127-46;JUTIAPA;COMAPA;INSTITUTO DE MAGISTERIO POR COOPERATIVA;JULIO RENÉ HERNÁNDEZ GONZÁLEZ;OSBELI LÓPEZ LINARES;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-11-2308-46;JUTIAPA;COMAPA;INSTITUTO PARTICULAR MIXTO DE FORMACION Y DESARROLLO PROFESIONAL INDEFORP;EMERSON RAÚL ORTÍZ LÓPEZ;RAFAEL GONZÁLEZ ANDRINO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0021-46;JUTIAPA;JALPATAGUA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;NERI ROLANDO CORADO CORTEZ;JOSÉ VICTOR CORTÉZ LAZO;DIVERSIFICADO;OFICIAL;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-12-0022-46;JUTIAPA;JALPATAGUA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;JENNIFER ELIZABETH SALGUERO RIVERA;SIDIA JUDITH ALONZO SOSA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0024-46;JUTIAPA;JALPATAGUA;"COLEGIO TECNOLOGICO BILINGUE ""EDISON""";JENNIFER ELIZABETH SALGUERO RIVERA;CLAUDIA CAROLINA LÓPEZ CABRERA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0025-46;JUTIAPA;JALPATAGUA;"COLEGIO TECNOLOGICO BILINGUE ""EDISON""";JENNIFER ELIZABETH SALGUERO RIVERA;CLAUDIA CAROLINA LÓPEZ CABRERA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-12-0026-46;JUTIAPA;JALPATAGUA;"COLEGIO TECNOLOGICO BILINGUE ""EDISON""";JENNIFER ELIZABETH SALGUERO RIVERA;CLAUDIA CAROLINA LÓPEZ CABRERA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0030-46;JUTIAPA;JALPATAGUA;CPMI EVANGELICO SAMARIA;NERI ROLANDO CORADO CORTEZ;MARIA CLEMENCIA AUCEDA LUCERO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0034-46;JUTIAPA;JALPATAGUA;COLEGIO CRISTIANO RIOS DE AGUA VIVA;NERI ROLANDO CORADO CORTEZ;YULISA ESTHER RAMIREZ CALDERON;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0039-46;JUTIAPA;JALPATAGUA;COLEGIO BILINGÜE NUEVA ERA;JENNIFER ELIZABETH SALGUERO RIVERA;SUSELI YOMARA RUANO BARAHONA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0040-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO EVANGÉLICO ""SAMARIA""";JENNIFER ELIZABETH SALGUERO RIVERA;MARÍA CLEMENCIA AUCEDA LUCERO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0041-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO ""SAN JOSÉ OBRERO II""";ROSSE MARY ELIZABETH BERMUDEZ OLIVA DE ENRÍQUEZ;SANTOS ARELY MÁRQUEZ LÓPEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-12-0044-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""";JENNIFER ELIZABETH SALGUERO RIVERA;RUTH NOEMY ARÉVALO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0046-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO ""SAN JOSE OBRERO II""";JENNIFER ELIZABETH SALGUERO RIVERA;ELIAS BENJAMIN MENENDEZ HERNANDEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0050-46;JUTIAPA;JALPATAGUA;COLEGIO BILINGUE NUEVA ERA;JENNIFER ELIZABETH SALGUERO RIVERA;SUSELI YOMARA RUANO BARAHONA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-12-0051-46;JUTIAPA;JALPATAGUA;COLEGIO BILINGUE NUEVA ERA;JENNIFER ELIZABETH SALGUERO RIVERA;ASTRID MISHELL BARRENO SARCEÑO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0052-46;JUTIAPA;JALPATAGUA;COLEGIO BILINGUE NUEVA ERA;JENNIFER ELIZABETH SALGUERO RIVERA;ASTRID MISHELL BARRENO SARCEÑO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0053-46;JUTIAPA;JALPATAGUA;"COLEGIO BILINGUE ""NUEVA ERA II""";JENNIFER ELIZABETH SALGUERO RIVERA;SUSELI YOMARA RUANO BARAHONA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0054-46;JUTIAPA;JALPATAGUA;COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I;JENNIFER ELIZABETH SALGUERO RIVERA;ELIAS BENJAMIN MENENDEZ HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-12-0056-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""";JENNIFER ELIZABETH SALGUERO RIVERA;EVELÍN JANETH MUÑOZ YAQUIÁN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0057-46;JUTIAPA;JALPATAGUA;COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I;JENNIFER ELIZABETH SALGUERO RIVERA;ELIAS BENJAMIN MENENDEZ HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-12-0059-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO ""NUEVO AMANECER""";JENNIFER ELIZABETH SALGUERO RIVERA;SANDRA ELIZABETH GRAMAJO BARRERA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-12-0061-46;JUTIAPA;JALPATAGUA;COLEGIO SAN JOSÉ OBRERO II;JENNIFER ELIZABETH SALGUERO RIVERA;MAYRA YESENIA GALICIA VALLEJOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-12-0063-46;JUTIAPA;JALPATAGUA;"COLEGIO PARTICULAR MIXTO EVANGÉLICO ""SAMARIA""";JENNIFER ELIZABETH SALGUERO RIVERA;EVELÍN JANETH MUÑOZ YAQUIÁN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-12-0068-46;JUTIAPA;JALPATAGUA;INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;ROSSE MARY ELIZABETH BERMUDEZ OLIVA DE ENRÍQUEZ;JULIO CÉSAR RUANO GONZÁLEZ;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0072-46;JUTIAPA;JALPATAGUA;"COLEGIO EVANGÉLICO INTEGRAL ""KAIROS""";JENNIFER ELIZABETH SALGUERO RIVERA;KARLA PATRICIA CARDONA ARÉVALO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0073-46;JUTIAPA;JALPATAGUA;"COLEGIO EVANGÉLICO INTEGRAL ""KAIROS""";JENNIFER ELIZABETH SALGUERO RIVERA;RUTH NOEMY ARÉVALO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-0074-46;JUTIAPA;JALPATAGUA;"COLEGIO EVANGÉLICO INTEGRAL ""KAIROS""";JENNIFER ELIZABETH SALGUERO RIVERA;RUTH NOEMY ARÉVALO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-12-0437-46;JUTIAPA;JALPATAGUA;INSTITUTO TECNICO DE CIENCIAS ADMINISTRATIVAS Y SECRETARIALES MODERNO JALPATAGUENSE;JENNIFER ELIZABETH SALGUERO RIVERA;ELISABETH BARRERA ROSALES;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-0438-46;JUTIAPA;JALPATAGUA;"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""PROFA. CARLOTA RODENAS SANCHEZ""";JENNIFER ELIZABETH SALGUERO RIVERA;CRÍSTIAN LEONIL FIGUEROA SERRANO;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-12-1946-46;JUTIAPA;JALPATAGUA;COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO I;JENNIFER ELIZABETH SALGUERO RIVERA;ELIAS BENJAMIN MENENDEZ HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-1947-46;JUTIAPA;JALPATAGUA;COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II;ROSSE MARY ELIZABETH BERMUDEZ OLIVA DE ENRÍQUEZ;SANTOS ARELY MÁRQUEZ LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-12-2084-46;JUTIAPA;JALPATAGUA;COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II;ROSSE MARY ELIZABETH BERMUDEZ OLIVA DE ENRÍQUEZ;MAYRA YESENIA GALICIA VALLEJOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-12-2094-46;JUTIAPA;JALPATAGUA;INSTITUTO DE MAGISTERIO POR COOPERATIVA DE JALPATAGUA;JENNIFER ELIZABETH SALGUERO RIVERA;LUIS ALFONSO RUANO ESQUIVEL;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-12-2271-46;JUTIAPA;JALPATAGUA;COLEGIO PARTICULAR MIXTO NUEVO AMANECER (POR MADUREZ);JENNIFER ELIZABETH SALGUERO RIVERA;SANDRA ELIZABETH GRAMAJO BARRERA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-13-0002-46;JUTIAPA;CONGUACO;"INSTITUTO MIXTO DE EDUCACION ""CONGUAQUENSE""";LESBIA NOHEMÍ ANDRÉS CABRERA;GREGORIO EDGAR VALIENTE MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-13-0028-46;JUTIAPA;CONGUACO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;LESBIA NOHEMÍ ANDRÉS CABRERA;MARÍA ELIZABETH ZÉA ALONZO;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-13-0032-46;JUTIAPA;CONGUACO;LICEO SAN PEDRO;HEBERTO HERNÁNDEZ HERNÁNDEZ;DELMY LILÍ RAMÍREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-13-0033-46;JUTIAPA;CONGUACO;LICEO SAN PEDRO;HEBERTO HERNÁNDEZ HERNÁNDEZ;DELMY LILÍ RAMÍREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-13-0035-46;JUTIAPA;CONGUACO;INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE;LESBIA NOHEMÍ ANDRÉS CABRERA;GREGORIO EDGAR VALIENTE MARTÍNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-13-0038-46;JUTIAPA;CONGUACO;LICEO SAN PEDRO;HEBERTO HERNÁNDEZ HERNÁNDEZ;DELMY LILÍ RAMÍREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-13-0042-46;JUTIAPA;CONGUACO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;RAMIRO JERONIMO GARCÍA;GUILLERMO HERNÁNDEZ REGALADO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-13-0043-46;JUTIAPA;CONGUACO;"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA ""MIRADOR DE ORIENTE""";LESBIA NOHEMÍ ANDRÉS CABRERA;KARIN YULIZA ORTÍZ RIVERA;DIVERSIFICADO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-13-0045-46;JUTIAPA;CONGUACO;INSTITUTO MIXTO DE EDUCACIÓN CONGUAQUENSE;LESBIA NOHEMÍ ANDRÉS CABRERA;GREGORIO EDGAR VALIENTE MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-13-0047-46;JUTIAPA;CONGUACO;LICEO SAN PEDRO;HEBERTO HERNÁNDEZ HERNÁNDEZ;DELMY LILÍ RAMÍREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-13-0052-46;JUTIAPA;CONGUACO;LICEO CONGUAQUENSE;LESBIA NOHEMÍ ANDRÉS CABRERA;GREGORIO EDGAR VALIENTE MARTÍNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-13-0060-46;JUTIAPA;CONGUACO;LICEO CONGUAQUENSE;LESBIA NOHEMÍ ANDRÉS CABRERA;GREGORIO EDGAR VALIENTE MARTÍNEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-13-2273-46;JUTIAPA;CONGUACO;INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE;LESBIA NOHEMÍ ANDRÉS CABRERA;GREGORIO EDGAR VALIENTE MARTÍNEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0001-46;JUTIAPA;MOYUTA;INSTITUTO DIVERSIFICADO MUNICIPAL;CARLOS OBDULIO OROZCO REYES;CLAUDIA PATRICIA DAVILA RAMÍREZ;DIVERSIFICADO;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-0031-46;JUTIAPA;MOYUTA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;SILVIA ROXANA MENÉNDEZ RECINOS;MIGUEL ANGEL GALINDO ZEPEDA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-0032-46;JUTIAPA;MOYUTA;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;MYNOR YOBANY MERLOS FLORIAN;JUAN PABLO FIGUEROA CRUZ;DIVERSIFICADO;OFICIAL;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-0046-46;JUTIAPA;MOYUTA;LICEO INTEGRAL GALILEO;ELDA MARITZA LINARES GALICIA DE CORTEZ;CÉSAR ANTONIO CÁCERES ORDOÑEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-0055-46;JUTIAPA;MOYUTA;COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE;EMERSON RAUL ORTIZ LOPEZ;ABEL RAMIREZ AMESQUITA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0065-46;JUTIAPA;MOYUTA;ESCUELA NORMAL INTERCULTURAL;ELDA MARITZA LINARES GALICIA DE CORTEZ;VEYRA MARILÚ BARAHONA CASTILLO;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-14-0068-46;JUTIAPA;MOYUTA;"COLEGIO EVANGELICO ""GAMALIEL""";NERI ROLANDO CORADO CORTEZ;WALTER AMANDO LÉMUS HERNÁNDEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0072-46;JUTIAPA;MOYUTA;INSTITUTO TECNOLOGICO DE SURORIENTE;ELDA MARITZA LINARES GALICIA DE CORTEZ;LILIAN AZUCENA GARCÍA MENÈNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-14-0073-46;JUTIAPA;MOYUTA;INTITUTO TECNOLOGICO DE SUR ORIENTE;ELDA MARITZA LINARES GALICIA DE CORTEZ;LILIAN AZUCENA GARCÍA MENÈNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0074-46;JUTIAPA;MOYUTA;INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA;SILVIA ROXANA MENÉNDEZ RECINOS;LUIS ALEXANDER RECINOS LEMUS;DIVERSIFICADO;COOPERATIVA;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-0077-46;JUTIAPA;MOYUTA;ESCUELA NORMAL INTERCULTURAL;ELDA MARITZA LINARES GALICIA DE CORTEZ;VEYRA MARILÚ BARAHONA CASTILLO;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-14-0078-46;JUTIAPA;MOYUTA;"INSTITUTO MIXTO DE EDUCACIÓN DE ORIENTE ""IMIDEO NÉRICI""";NERY ROLANDO CORADO CORTEZ;MILEYBIS TATIANA CORADO SURIANO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-0080-46;JUTIAPA;MOYUTA;"INSTITUTO MIXTO DE EDUCACIÓN DE ORIENTE ""IMIDEO NÉRICI""";NERY ROLANDO CORADO CORTEZ;MERCY MARÍA GÓMEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0082-46;JUTIAPA;MOYUTA;"INSTITUTO MIXTO DE EDUCACIÓN DE ORIENTE ""IMIDEO NÉRICI""";NERI ROLANDO CORADO CORTEZ;MERCY MARÍA GÓMEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0084-46;JUTIAPA;MOYUTA;COLEGIO PARTICULAR MIXTO SAN JOSE;CARLOS OBDULIO OROZCO REYES;IRMA YOLANDA NAVICHOQUE RECINOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);JUTIAPA
22-14-0086-46;JUTIAPA;MOYUTA;COLEGIO PARTICULAR MIXTO SAN JOSE;CARLOS OBDULIO OROZCO REYES;IRMA YOLANDA NAVICHOQUE RECINOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-14-0092-46;JUTIAPA;MOYUTA;"COLEGIO PARTICULAR MIXTO ""SAN JOSÉ""";CARLOS OBDULIO OROZCO REYES;IRMA YOLANDA NAVICHOQUE RECINOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-14-0093-46;JUTIAPA;MOYUTA;"INSTITUTO MIXTO DE EDUCACIÓN DE ORIENTE ""IMIDEO NÉRICI""";NERY ROLANDO CORADO CORTEZ;MERCY MARÍA GÓMEZ RUANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-14-0095-46;JUTIAPA;MOYUTA;INSTITUTO TECNOLÓGICO DE SURORIENTE;ELDA MARITZA LINARES GALICIA DE CORTEZ;LILIAN AZUCENA GARCÍA MENÈNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);JUTIAPA
22-14-0105-46;JUTIAPA;MOYUTA;INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;SILVIA ROXANA MENÉNDEZ RECINOS;ABNER PAULINO JIMENEZ AYALA;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);JUTIAPA
22-14-1580-46;JUTIAPA;MOYUTA;INSTITUTO TECNOLOGICO DE SURORIENTE;ELDA MARITZA LINARES GALICIA DE CORTEZ;LILIAN AZUCENA GARCÍA MENÈNDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-14-2092-46;JUTIAPA;MOYUTA;ESCUELA NORMAL INFANTIL INTERCULTURAL;NERI ROLANDO CORADO CORTEZ;MARÍA MAGNOLIA BOTEO MORATAYA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);JUTIAPA
22-14-2126-46;JUTIAPA;MOYUTA;COLEGIO PARTICULAR MIXTO SAN JOSE;SILVIA ROXANA MENÉNDEZ RECINOS;IRMA YOLANDA NAVICHOQUE RECINOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-15-0015-46;JUTIAPA;PASACO;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;RENE MARTINEZ ALAY;MILSA FABIOLA ASENCIO SANDOVAL;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-15-0024-46;JUTIAPA;PASACO;COLEGIO INTEGRAL CIENCIA Y DESARROLLO II;RENE MARTINEZ ALAY;IRMA ARACELY CONTRERAS SOLÓRZANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);JUTIAPA
22-15-0025-46;JUTIAPA;PASACO;COLEGIO INTEGRAL CIENCIA Y DESARROLLO II;JAYRO ARIEL MORALES MARTÍNEZ;SADAM JOSUÉ RODRÍGUEZ CASTELLANOS;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-15-0026-46;JUTIAPA;PASACO;COLEGIO INTEGRAL CIENCIA Y DESARROLLO II;RENE MARTINEZ ALAY;IRMA ARACELY CONTRERAS SOLÓRZANO;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
22-15-0029-46;JUTIAPA;PASACO;LICEO QUESADENCE;DANIEL ARTURO QUIÑONEZ SOTO;CESAR FERNANDO ESCOBAR ZEPEDA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;JUTIAPA
