CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
16-01-1001-46,16-01-0923,ALTA VERAPAZ,COBAN,LICEO DR RICARDO BRESSANI,1A AVENIDA 5-56 ZONA 2,79521633,EFRAIN CAAL CUC,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA
16-01-1002-46,16-01-0923,ALTA VERAPAZ,COBAN,COLEGIO CRISTIANO ELIM,DIAGONAL 3 11-04 ZONA 2,55246701,EFRAIN CAAL CUC,SELVIN DARIO ROSALES AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-1005-46,16-01-0924,ALTA VERAPAZ,COBAN,LICEO CHAAB'IL B'E,8A AVENIDA 4-39 ZONA 4,56969292,MOISES ADRIAN LOPEZ PEREZ,ALLAN NOEL MACZ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA
16-01-1008-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO HISPANOAMERICANO,9A AVENIDA 2-22 ZONA 1,77738763,MOISES ADRIAN LOPEZ PEREZ,OCTAVIO ISMAEL BATZ CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1009-46,16-01-0926,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE BET-LUZ,7A CALLE 11-233 ZONA 6,45379823,JOSE ARTURO CHOC CHEN,CELESTE LETICIA YAT MACZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-1041-46,16-01-0938,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA COPAL AA LA ESPERANZA,49480355,NELSON OMAR TENI BREMER,ENEIDA YASMIRA YAT LEAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1042-46,16-01-0930,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA NUEVO AQUIL,33015360,PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1043-46,16-005,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DIAGONAL 3 15 AVENIDA DE LA ZONA 02,31345383,LOURDES KARINA PACAY YAXCAL,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1046-46,16-01-0939,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO SANTA LUCIA LACHUA,57226256,AQUILES GEOVANI BAC GUEVARA,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1047-46,16-01-0940,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO SAN LUIS VISTA HERMOSA,47821896,WENDY ROSMERY CATUN CUC DE AC,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1048-46,16-01-0924,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,13 AVENIDA 2-12 ZONA 2,54545436,MOISES ADRIAN LOPEZ PEREZ,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1051-46,16-01-0924,ALTA VERAPAZ,COBAN,LICEO GUATEMALTECO 502,1A CALLE 3-25 ZONA 1,55104024,MOISES ADRIAN LOPEZ PEREZ,MANUEL DE JESUS CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1055-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO,3A AVENIDA 8-28 ZONA 10,49745753,NORA LILIANA FIGUEROA HERNANDEZ,OSCAR ALFREDO MOLINA CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-01-1057-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO,3A AVENIDA 8-28 ZONA 10,49745753,NORA LILIANA FIGUEROA HERNANDEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-1058-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO,3A AVENIDA 8-28 ZONA 10,49745753,NORA LILIANA FIGUEROA HERNANDEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
16-01-1059-46,16-01-0923,ALTA VERAPAZ,COBAN,CENTRO EDUCATIVO PRIVADO STEPS,1A CALLE 13-04 ZONA 3,40475484,EFRAIN CAAL CUC,MARTHA FABIOLA SORIA BOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-1172-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO CARLOS V,6A CALLE 2-06 ZONA 8 PERIFERICO SUR COBAN,NO_VALIDO,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-01-1173-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO CARLOS V,6A CALLE 2-06 ZONA 8 PERIFERICO SUR COBAN,NO_VALIDO,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-1174-46,16-01-0924,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A CALLE 1-06 ZONA 3,79511991,MOISES ADRIAN LOPEZ PEREZ,SILVIA BEATRIZ SOTO CHEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-1175-46,16-01-0924,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5TA CALLE 1-06 ZONA 3,79511991,MOISES ADRIAN LOPEZ PEREZ,SILVIA BEATRIZ SOTO CHEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-1176-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,2A CALLE 11-10 ZONA 2,79529830,PATRICIO NAJARRO ASENCIO,AMERICA NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO
16-01-1177-46,16-006,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO SANTO DOMINGO,2A CALLE 11-10 ZONA 2,77231494,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO
16-01-1259-46,16-006,ALTA VERAPAZ,COBAN,INSTITUTO DE TURISMO Y AVIACION DEL NORTE ITAN,3A AVENIDA 5-28 ZONA 4,58633599,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-1312-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A CALLE 12-23 ZONA 4,79511459,PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA
16-01-1313-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A CALLE 12-23 ZONA 4,79511459,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-01-1390-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A CALLE 1-13 ZONA 3,79511103,PATRICIO NAJARRO ASENCIO,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-01-1393-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,2A CALLE 6-41 ZONA 4,79417346,PATRICIO NAJARRO ASENCIO,ALFREDO RODRIGO PAAU VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA
16-01-1394-46,16-01-0924,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,DIAGONAL 3 14-11 ZONA 2,79513896,MOISES ADRIAN LOPEZ PEREZ,EDWIN ARMANDO CATUN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-1401-46,16-006,ALTA VERAPAZ,COBAN,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-,NO_ESPECIFICADO,52182313,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA
16-01-1468-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO NUESTRA SEÑORA DE LA ESPERANZA,COLONIA EL ESFUERZO I ZONA 12,79510207,PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-1469-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A CALLE 12-23 ZONA 4,79511459,MOISES ADRIAN LOPEZ PEREZ,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-1491-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,BARRIO LA LIBERTAD ZONA 10,79511439,PATRICIO NAJARRO ASENCIO,CHARLIM HAMILTON CAAL HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-2156-46,16-01-0923,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,5A CALLE 1-98 ZONA 3,57101061,EFRAIN CAAL CUC,FAREWELL LUTHER OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-2171-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO NUEVOS HORIZONTES,6A AVENIDA 1-15 ZONA 4,NO_VALIDO,PATRICIO NAJARRO ASENCIO,FREDY EMILIO VASQUEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-01-2301-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,INSTITUTO NORMAL PREPRIMARIA BILINGUE ADSCRITO AL INSTITUTO NORMAL MIXTO DEL NORTE 'EMILIO ROSALES PONCE',2A CALLE 11-20 ZONA 2,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-2302-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,DIAGONAL 3 14-11 ZONA 2,79513896,PATRICIO NAJARRO ASENCIO,EDWIN ARMANDO CATUN CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
16-01-2947-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ 'CARLOS V',5A CALLE 1-98 ZONA 3,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-3041-46,16-01-0925,ALTA VERAPAZ,COBAN,INSTITUTO DE BACHILLERATO ADS AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,3AVENIDA 6-23 ZONA 11,54457786,NORA LILIANA FIGUEROA HERNANDEZ,VICTOR HUGO DOMINGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-6190-46,16-01-0924,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A CALLE 1-13 ZONA 3,79511103,MOISES ADRIAN LOPEZ PEREZ,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-6191-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A CALLE 12-23 ZONA 4,79511459,MOISES ADRIAN LOPEZ PEREZ,JORGE SALVADOR JUAREZ SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-7308-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,5A CALLE 1-98 ZONA 3,79514226,PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
16-01-8294-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,49745753,NORA LILIANA FIGUEROA HERNANDEZ,OSCAR ALFREDO MOLINA CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-01-8317-46,16-031,ALTA VERAPAZ,COBAN,LICEO DE COMPUTACION Y EDUCACION PARA EL HOGAR MBM,3AV 1-23 ZONA 4,79513444,PATRICIO NAJARRO ASENCIO,MATILDE OCH CACAO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-8331-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,49745753,NORA LILIANA FIGUEROA HERNANDEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-8335-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12 AV 2-12 ZONA 1,79545566,MOISES ADRIAN LOPEZ PEREZ,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-8337-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,3AV 3A CALLE DE LA ZONA 2,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-8813-46,25-000,ALTA VERAPAZ,COBAN,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),NO_ESPECIFICADO,NO_VALIDO,SONIA HAYDEE REYES MONTERROSO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA
16-01-8849-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,INSTITUTO NORMAL PRIMARIA BILINGUE INTERCULTURAL ADS AL INSTITUTO EMILIO ROSALES PONCE,3A AVE 6-23 ZONA 11,79521468,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-9067-46,16-01-0925,ALTA VERAPAZ,COBAN,ESCUELA NORMAL DE EDUCACION FISICA,CALZADA RABIN AJAU ZONA 11,48521191,NORA LILIANA FIGUEROA HERNANDEZ,BERTA MARIA MENDEZ RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-01-9095-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A CALLE 12-23 ZONA 4,79511459,MOISES ADRIAN LOPEZ PEREZ,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-9102-46,16-01-0925,ALTA VERAPAZ,COBAN,COLEGIO MIXTO EVANGELICO NAZARENO,6A CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBAN,79511866,NORA LILIANA FIGUEROA HERNANDEZ,ANA MARIA YAT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-9260-46,16-005,ALTA VERAPAZ,COBAN,ESCUELA DE FORMACION AGRICOLA,FINCA SAN JOSE LA COLONIA,52191386,LOURDES KARINA PACAY YAXCAL,DEBORAH CRISTINA KRESS PONCE,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-01-9544-46,16-01-0923,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE DE INFANTES,3A CALLE 7-07 ZONA 3,33836377,EFRAIN CAAL CUC,AURA NATALIA FERNANDEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-01-9851-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12AV 2-12 ZONA 1,79521765,MOISES ADRIAN LOPEZ PEREZ,HECTOR VIDAL BOL CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-01-9897-46,16-01-0927,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO VERAPAZ,KM2095 ENTRADA A COBAN,53662146,ARMANDO AUDILIO POP CUCUL,JORGE EDY GUTIERREZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-9956-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,2A CALLE 4-61 ZONA 4,79514754,PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-01-9958-46,16-01-0923,ALTA VERAPAZ,COBAN,LICEO DR RICARDO BRESSANI,1A AVENIDA 5-52 ZONA 2,79521920,EFRAIN CAAL CUC,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
16-01-9991-46,16-031,ALTA VERAPAZ,COBAN,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA (AMERG),6TA AVENIDA 1-27 ZONA 4,79520175,PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA
16-02-0013-46,16-02-0941,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,57767683,LOURDES KARINA PACAY YAXCAL,ERIK ROBERTO CU POP,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-02-0018-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,NO_ESPECIFICADO,BARRIO SANTA ELENA,79520889,JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-02-0020-46,16-02-0941,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,CALLE 3 DE MAYO 2-67 ZONA 2 BARRIO SANTO TOMAS,42035694,LOURDES KARINA PACAY YAXCAL,AUGUSTO ALEXANDER RAX RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-02-0053-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,COLEGIO FUTURO AMANECER,CALLE 3 DE MAYO 2-70 ZONA 1,59984909,JORGE EDUARDO PAQUE LAZARO,BLANCA FLORIDALMA QUEJ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
16-02-0055-46,16-02-0941,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,CALLE 3 DE MAYO 2-67 BARRIO SANTO TOMAS,42035694,LOURDES KARINA PACAY YAXCAL,AUGUSTO ALEXANDER RAX RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
16-03-0036-46,16-03-0945,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CHIYUC,53479018,ALMA GUNY SILIEZAR CHOCOOJ,SONIA MAGALY YAT DELGADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0047-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,5A CALLE 4-18 ZONA 1 BARRIO SANTA ANA SAN CRISTOBAL VERAPAZ,57332422,EMILIO RUBEN CAAL GUALIB,OTTO ERIK MORAN CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
16-03-0056-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,2A CALLE ZONA 4 BARRIO SAN FELIPE,79504929,EMILIO RUBEN CAAL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0076-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,44848051,EMILIO RUBEN CAAL GUALIB,CARLOS SALVATIERRA SANTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-03-0077-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,41705134,EMILIO RUBEN CAAL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0082-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,59070869,EMILIO RUBEN CAAL GUALIB,MARCO AUGUSTO JOM CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
16-03-0083-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,3A CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,59070869,EMILIO RUBEN CAAL GUALIB,MARCO AUGUSTO JOM CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
16-03-0087-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS,CASERIO PANTOCAN,49179398,EMILIO RUBEN CAAL GUALIB,JOEL DAVID LEM SURAM,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR)
16-03-0088-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,2A CALLE 2A AVENIDA ZONA 3 BARRIO SAN SEBASTIAN,45160662,EMILIO RUBEN CAAL GUALIB,MARCO TULIO DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
