,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
2402,01-06-0092-46,01-103,GUATEMALA,CHINAUTLA,COLEGIO MIXTO SAN FERNANDO,SECTOR I MANZANA B LOTE  Y  COLONIA PLANES DEL MILAGRO CHINAUTLA GUATEMALA CHINAUTLA,['22605662'],YERALDY ETELVINA DIAZ DE LEON DE CASTAÑEDA,PEM HILDA ARACELY GONZALEZ MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2403,01-06-0096-46,01-06-0067,GUATEMALA,CHINAUTLA,"CENTRO EDUCATIVO ""APOYATE EN MI""",CALLE  ZONA  COLONIA EL MOLINO,['22883112'],ROSSY AMARILIS GARCIA TORRES,SILVIA ROSSANA GONZALEZ CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2404,01-06-0098-46,01-403,GUATEMALA,CHINAUTLA,"CENTRO EDUCATIVO ""APOYATE EN MI""",CALLE  ZONA  COLONIA EL MOLINO,['22883112'],CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA ROSSANA GONZALEZ CARDONA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2405,01-06-0104-46,01-06-0063,GUATEMALA,CHINAUTLA,COLEGIO VALLE DEL QUETZAL II,SECTOR  MANZANA J LOTES  AL  ZONA  VILLAS DEL MILAGRO,['54446436'],YERALDY ETELVINA DIAZ DE LEON,JULIO DAVID MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2406,01-06-0108-46,01-103,GUATEMALA,CHINAUTLA,COLEGIO VALLE DEL QUETZAL II,SECTOR  MANZANA J LOTES  AL  ZONA  VILLAS DEL MILAGRO,['24849501'],YERALDY ETELVINA DIAZ DE LEON DE CASTAÑEDA,JULIO DAVID MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2407,01-06-0109-46,01-103,GUATEMALA,CHINAUTLA,COLEGIO VALLE DEL QUETZAL II,SECTOR  MANZANA J LOTES  AL  ZONA  VILLAS DEL MILAGRO,['24849501'],YERALDY ETELVINA DIAZ DE LEON DE CASTAÑEDA,JULIO DAVID MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2408,01-06-0111-46,01-407,GUATEMALA,CHINAUTLA,"COLEGIO MIXTO ""LA NIÑEZ""",A AVENIDA LOTE  JOCOTALES ZONA,['58745039'],LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,GLENDA ELIZABETH CHACON SINCAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2409,01-06-0117-46,01-06-0067,GUATEMALA,CHINAUTLA,ESCUELA MARISTA,A AVENIDA A CALLE COLONIA SANTA ISABEL ZONA,['40641374'],ROSSY AMARILIS GARCIA TORRES,OSCAR MAZARIEGOS PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2410,01-06-0121-46,01-06-0068,GUATEMALA,CHINAUTLA,LICEO CRISTIANO ESTRELLA DE DAVID,A CALLE Y  AVENIDA  COLONIA SAN JOSE JOCOTALES,['50200855'],ROSSY AMARILIS GARCIA TORRES,EVELYN XIOMARA ESCOBAR SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2411,01-06-0128-46,01-06-0065,GUATEMALA,CHINAUTLA,CENTRO PEDAGOGICO EDUCATIVO RODRIGUITOS,CALLE PRINCIPAL LOTE NO  ALDEA TRES SABANAS,['30865238'],MARIA AMELIDA CEBALLOS PEREZ,INGRID LUVINA RODRIGUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2412,01-06-0129-46,01-99-0029,GUATEMALA,CHINAUTLA,"COLEGIO CRISTIANO ""TORRICELLI""",CALLE  COLONIA EL MOLINO,['22549898'],JORGE MYNOR SOL HERNANDEZ,MA EDWIN PEDRO RUANO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
2413,01-06-0132-46,01-103,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA TIERRA NUEVA I,SECTOR  LOTE  TIERRA NUEVA I,['24837931'],YERALDY ETELVINA DIAZ DE LEON DE CASTAÑEDA,MARTA LUCRECIA MOLINA SEP,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2414,01-06-0133-46,01-99-0043,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA TIERRA NUEVA I,SECTOR  LOTE  TIERRA NUEVA I,['30447398'],JERVIN ARSEÑO FIGUEROA DUBON,MARTA LUCRECIA MOLINA SEP,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
2415,01-06-0134-46,01-103,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA TIERRA NUEVA I,SECTOR  LOTE  TIERRA NUEVA I,['24837931'],YERALDY ETELVINA DIAZ DE LEON DE CASTAÑEDA,CLAUDIA NOEMI MATIAS MOGOLLON,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2416,01-06-0135-46,01-06-0067,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SANTA LUISA,A CALLE AVENIDA BELICE MERCADO SANTA LUISA,['41645884'],ROSSY AMARILIS GARCIA TORRES,BRENDA JANET AGUIRRE PEREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2417,01-06-0136-46,01-99-0043,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA TIERRA NUEVA I,SECTOR  LOTE  TIERRA NUEVA,['24837931'],JERVIN ARSEÑO FIGUEROA DUBON,MARIA ESMERALDA GARCIA TEJEDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,NOCTURNA,DIARIO(REGULAR)
2418,01-06-0138-46,01-06-0063,GUATEMALA,CHINAUTLA,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""LA CEIBA""",SECTOR  LOTE B COMUNIDAD LA SALLE ALDEA CONCEPCION SACOJITO ZONA,['41812730'],YERALDY ETELVINA DIAZ DE LEON,EBOLY ONEIDA GARCIA FLORES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2419,01-06-0142-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JULIAN,SECTOR  CERRO SAN JULIAN,['22865087'],CESAR AUGUSTO ORTIZ HERNANDEZ,KAREN ISABEL TREJO RENDON,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR)
2420,01-06-0143-46,01-109,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CENTRAL DE SANTA CRUZ,['22067425'],ALEX JOSUE MENDEZ MAYEN,RICARDO ALBERTO SINAY CORONADO,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2421,01-06-0146-46,01-109,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO LAS FLORES,PLAZA CENTRAL ALDEA SAN ANTONIO LAS FLORES GUATEMALA,['58158227'],ALEX JOSUE MENDEZ MAYEN,NELSON GABRIEL MUZ SIPAC,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2422,01-06-0147-46,01-109,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO LAS FLORES,PLAZA CENTRAL ALDEA SAN ANTONIO LAS FLORES,['58158227'],ALEX JOSUE MENDEZ MAYEN,NELSON GABRIEL MUZ SIPAC,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2423,01-06-0149-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO TEORICO PRACTICO DE AGRICULTURA,CANTON RIO SALJA KM  / CHINAUTLA VIEJA,['22067425'],CESAR AUGUSTO ORTIZ HERNANDEZ,THELMA ONDINA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2424,01-06-0151-46,01-06-0063,GUATEMALA,CHINAUTLA,"COLEGIO MIXTO ""SAN FERNANDO""","SECTOR  MANZANA ""B"" LOTES  Y  COLONIA PLANES DEL MILAGRO",['22605662'],YERALDY ETELVINA DIAZ DE LEON,AURA ISABEL GARCIA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2425,01-06-0153-46,01-06-0067,GUATEMALA,CHINAUTLA,"COLEGIO CRISTIANO ""TORRICELLI""",CALLE  COLONIA EL MOLINO,['22549898'],ROSSY AMARILIS GARCIA TORRES,MA EDWIN PEDRO RUANO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2426,01-06-0164-46,01-99-0043,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA TIERRA NUEVA I,SECTOR  LOTE  TIERRA NUEVA I,['24837931'],JERVIN ARSEÑO FIGUEROA DUBON,MARTA LUCRECIA MOLINA SEP,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
2427,01-06-0165-46,01-99-0043,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA TIERRA NUEVA I,SECTOR  LOTE  TIERRA NUEVA I,['24837931'],JERVIN ARSEÑO FIGUEROA DUBON,EDELYN YESENIA CARCAMO MENDEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2428,01-06-0168-46,01-99-0043,GUATEMALA,CHINAUTLA,"COLEGIO MIXTO ""SAN FERNANDO""","SECTOR  MANZANA ""B LOTE  Y  COLONIA PLANES DEL MILAGRO ZONA",['22605662'],JERVIN ARSEÑO FIGUEROA DUBON,AURA ISABEL GARCIA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2429,01-06-0170-46,01-99-0043,GUATEMALA,CHINAUTLA,COLEGIO VALLE DEL QUETZAL II,SECTOR  MANZANA J LOTES  AL  ZONA  VILLAS DEL MILAGRO,['34842023'],JERVIN ARSEÑO FIGUEROA DUBON,JULIO DAVID MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2430,01-06-0172-46,01-99-0029,GUATEMALA,CHINAUTLA,"INSTITUTO NACIONAL ""PC BRENDA ELIZABETH DEL CID MEDRANO""",ALDEA EL DURAZNO,['41987256'],JORGE MYNOR SOL HERNANDEZ,MARILENA IVETTE MOLINA DIAZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2431,01-06-0176-46,01-106,GUATEMALA,CHINAUTLA,LICEO NAVARRA SOCIEDAD ANONIMA,DA CALLE LOTE  COLONIA SANTA ISABEL ZONA,['22866250'],CESAR ARNOLDO MARTINEZ GARCIA,DUNIA GRACIELA DIAZ GUERRA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2432,01-06-0178-46,01-99-0029,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARIA BELEN MEDRANO GARCIA,AVENIDA SECTOR  COLONIA NUEVA CHINAUTLA,['40415206'],JORGE MYNOR SOL HERNANDEZ,GILBERTO FABIAN MARTINEZ SALAS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2433,01-06-0181-46,01-06-0063,GUATEMALA,CHINAUTLA,"CENTRO EDUCATIVO BILINGUE ""SAN FRANCISCO DE ASIS""",SECTOR  LOTE  ALDEA CONCEPCION SACOJITO,['43934200'],YERALDY ETELVINA DIAZ DE LEON,CARMEN ROSA MARROQUIN CHAVEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2434,01-06-1405-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO PRIVADO PARA VARONES DE EDUCACION DIVERSIFICADA 'MARIANO Y RAFAEL CASTILLO CORDOVA',A AVE COLONIA EL CERVECERO SAN JOSE JOCOTALES,['22868446'],CESAR AUGUSTO ORTIZ HERNANDEZ,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2435,01-06-2333-46,NO_ESPECIFICADO,GUATEMALA,CHINAUTLA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO 'PAULO FREIRE',CALLE  COLONIA EL MOLINO ZONA,['22320173'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2436,01-06-2334-46,NO_ESPECIFICADO,GUATEMALA,CHINAUTLA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO 'PAULO FREIRE',CALLE  COLONIA EL MOLINO,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2437,01-06-3001-46,99-001,GUATEMALA,CHINAUTLA,INSTITUTO MUNICIPAL MIXTO NOCTURNO BASICO Y BACHILLERATO POR MADUREZ DE CHINAUTLA,A AVE SECTOR  NUEVA CHINAUTLA,['NO_VALIDO'],SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2438,01-06-7085-46,NO_ESPECIFICADO,GUATEMALA,CHINAUTLA,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA,EDIFICIOS EDUCATIVOS FRENTE A MANZANA  TIERRA NUEVA I,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2439,01-06-7840-46,01-06-0067,GUATEMALA,CHINAUTLA,ESCUELA EXPERIMENTAL DE APLICACION MIRON MUÑOZ U.R.L. FE Y ALEGRIA N. 40,AV B  EL AMPARO II ZONA,['55919988'],ROSSY AMARILIS GARCIA TORRES,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2440,01-06-8433-46,01-403,GUATEMALA,CHINAUTLA,COLEGIO MIXTO LOS ALAMOS DE AMERICA,LOTE  MANZANA A SECTOR A ASENTAMIENTO TIERRA NUEVA II,['24837112'],CARLOS HUMBERTO GONZALEZ DE LEON,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA
2441,01-06-8876-46,01-407,GUATEMALA,CHINAUTLA,INSTITUTO PARTICULAR MIXTO NOCTURNO 'DR. EPAMINONDAS QUINTANA',AVENIDA FINAL JOCOTALES ZONA,['NO_VALIDO'],LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2442,01-06-9277-46,01-06-0067,GUATEMALA,CHINAUTLA,LICEO NUESTRA SEÑORA DE LA PAZ,AVENIDA N  COLONIA GOBERNACION ZONA  CHINAUTLA,['22866665'],ROSSY AMARILIS GARCIA TORRES,MARIA DEL CARMEN CASTELLANOS DONIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2443,01-06-9313-46,01-407,GUATEMALA,CHINAUTLA,LICEO NAVARRA SOCIEDAD ANONIMA,A CALLE LOTE  COLONIA SANTA ISABEL,"['22898990', '22868990']",LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2444,01-06-9582-46,01-407,GUATEMALA,CHINAUTLA,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,SECTOR  NO SAN JULIAN,['22865788'],LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,MARTA LAURA FRANCISCA AREVALO VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2445,01-06-9583-46,01-403,GUATEMALA,CHINAUTLA,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,SECTOR  NO SAN JULIAN,['22866067'],CARLOS HUMBERTO GONZALEZ DE LEON,MARTA LAURA FRANCISCA AREVALO VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2446,01-06-9654-46,NO_ESPECIFICADO,GUATEMALA,CHINAUTLA,COLEGIO MIXTO UXMAL,A AVENIDA  JOCOTALES,['52570776'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2447,01-06-9691-46,01-109,GUATEMALA,CHINAUTLA,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,SECTOR  NO SAN JULIAN,['22866067'],ALEX JOSUE MENDEZ MAYEN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2448,01-07-0004-46,01-07-0072,GUATEMALA,SAN PEDRO AYAMPUC,COLEGIO INTEGRAL JESUS DE LA MONTAÑA,TA AVENIDA  ZONA,['66401138'],JORGE MYNOR SOL HERNANDEZ,LILIAN NINETT VASQUEZ MURALLES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2449,01-07-0010-46,01-07-0070,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN LUIS,['41841168'],ROSA MONROY PIXTUN DE SURET,CLAUDIA MARLENI PICHOLA GONZALEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2450,01-07-0030-46,01-07-0071,GUATEMALA,SAN PEDRO AYAMPUC,"COLEGIO MIXTO ""EL ARTE DE APRENDER""","MANZANA ""G"" CASA  COLONIA LLANOS DE SANTA MARIA I LAGUNILLA",['41670738'],EDELFI NOEMI OLIVA REYES,IRIS JOHANNA CERNA CORADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2451,01-07-0031-46,01-114,GUATEMALA,SAN PEDRO AYAMPUC,"COLEGIO MIXTO ""EL ARTE DE APRENDER""","MANZANA ""G"" CASA  COLONIA LLANOS DE SANTA MARIA I LAGUNILLA",['32189403'],ROSA MONROY PIXTUN DE SURET,IRIS JOHANNA CERNA CORADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2452,01-07-0034-46,01-114,GUATEMALA,SAN PEDRO AYAMPUC,"COLEGIO MIXTO ""EL ARTE DE APRENDER""","MANZANA ""G"" CASA  COLONIA LLANOS DE SANTA MARA I LAGUNILLA",['32189403'],ROSA MONROY PIXTUN DE SURET,IRIS JOHANNA CERNA CORADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
2453,01-07-0036-46,01-07-0071,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JOSE NACAHUIL,ALDEA SAN JOSE NACAHUIL,['43297950'],EDELFI NOEMI OLIVA REYES,ALDO DE JESUS VELASQUEZ RAMIREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2454,01-07-0042-46,01-07-0070,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA LOMAS DE SAN JOSE,"LOTE  MANZANA ""L"" SECTOR II LOMAS DE SAN JOSE",['32017253'],ROSA MONROY PIXTUN DE SURET,KEVIN ERIDI QUIÑONEZ GARCIA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2455,01-07-0046-46,01-07-0070,GUATEMALA,SAN PEDRO AYAMPUC,LICEO JUVENIL GUATEMALTECO,LOTE  MANZANA Q SECTOR  COLONIA LA LEYENDA,['55760935'],ROSA MONROY PIXTUN DE SURET,ISABEL YOLANDA MENDEZ GIRON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2456,01-07-0051-46,01-07-0072,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA EN TECNOLOGIA,CANTON LOS MARTINEZ  AVENIDA  ZONA,['55437684'],JORGE MYNOR SOL HERNANDEZ,LILIAN ROSELIA MORALES GUTIERREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
2457,01-07-0052-46,01-310,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO TECNICO CENTROAMERICANO DE OPTOMETRIA,CIUDAD GUATEMALA,['22067425'],EDDY FRANCISCO RAMIREZ MORALES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2458,01-07-0056-46,01-07-0071,GUATEMALA,SAN PEDRO AYAMPUC,"CENTRO EDUCATIVO CRISTIANO MIXTO ""MONSEÑOR RAFAEL GONZALEZ ESTRADA""",LOTE  B Y LOTE  C CALLE PRINCIPAL ALDEA LA LAGUNILLA,['40063713'],EDELFI NOEMI OLIVA REYES,EDDY FRANCISCO RAMIREZ MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2459,01-07-0059-46,01-99-0029,GUATEMALA,SAN PEDRO AYAMPUC,"CENTRO EDUCATIVO CRISTIANO MIXTO ""MONSEÑOR RAFAEL GONZALEZ ESTRADA""",LOTE  B Y LOTE  C CALLE PRINCIPAL ALDEA LA LAGUNILLA,['40063713'],JORGE MYNOR SOL HERNANDEZ,ELVIA ADELAIDA RAMIREZ MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2460,01-07-0061-46,01-99-0029,GUATEMALA,SAN PEDRO AYAMPUC,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LOTE  Y  MANZANA N LOMAS DE SAN JOSE II,['55030357'],JORGE MYNOR SOL HERNANDEZ,GERSON NOE GUZMAN GARCIA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2461,01-07-0062-46,01-07-0072,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA EN TECNOLOGIA,CANTON LOS MARTINEZ  AVENIDA  ZONA,['35712876'],JORGE MYNOR SOL HERNANDEZ,LILIAN ROSELIA MORALES GUTIERREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2462,01-07-0064-46,01-07-0072,GUATEMALA,SAN PEDRO AYAMPUC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON COPALAR ZONA,['50071949'],JORGE MYNOR SOL HERNANDEZ,ILEANA MARIA MENDOZA AGUSTIN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2463,01-07-0067-46,01-99-0029,GUATEMALA,SAN PEDRO AYAMPUC,"LICEO MIXTO GUATEMALTECO ""TORRE FUERTE""",LOTE  MANZANA A SECTOR  COLONIA LA LEYENDA,['30116054'],JORGE MYNOR SOL HERNANDEZ,YESICA AMALI DE LEON ARGUETA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
2464,01-07-0068-46,01-99-0029,GUATEMALA,SAN PEDRO AYAMPUC,"LICEO MIXTO GUATEMALTECO ""TORRE FUERTE""",LOTE  MANZANA A SECTOR  COLONIA LA LEYENDA,['30116054'],JORGE MYNOR SOL HERNANDEZ,YESICA AMALI DE LEON ARGUETA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2465,01-07-8096-46,01-07-0070,GUATEMALA,SAN PEDRO AYAMPUC,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LOTES # Y  MANZ N SECTOR II LOMAS DE SAN JOSE,['55030235'],ROSA MONROY PIXTUN DE SURET,GERSON NOE GUZMAN GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
