,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
6067,17-10-0346-46,17-10-1049,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO LA REINITA,ALDEA LA REINITA,['57869854'],ALFONZO CLAUDIO SALES,MARIA EDITA LEIVA BARRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6068,17-10-0347-46,17-020,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO LA REINITA,ALDEA LA REINITA,['47181718'],ALFONZO CLAUDIO SALES,MARIA EDITA LEIVA BARRERA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6069,17-10-0352-46,17-018,PETEN,SAYAXCHE,"ESCUELA DE CIENCIAS COMERCIALES, SAN ANTONIO DE PADUA",BARRIIO EL CENTRO,['30366279'],HUGO RENE MACZ POP,MARCO ANTONIO MATEO TORRES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6070,17-10-0353-46,17-018,PETEN,SAYAXCHE,COLEGIO DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA,BARRIO EL CENTRO,['30366279'],HUGO RENE MACZ POP,MARCO ANTONIO MATEO TORRES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6071,17-10-0354-46,17-018,PETEN,SAYAXCHE,COLEGIO DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA,BARRIO EL CENTRO,['30366279'],HUGO RENE MACZ POP,JULIAN GUSTAVO LUCERO REQUENA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6072,17-10-0357-46,17-10-1048,PETEN,SAYAXCHE,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI,ALDEA LAS POZAS,['57292514'],RICARDO SUB XOL,PEDRO FRANCISCO XE CAAL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6073,17-10-0359-46,17-018,PETEN,SAYAXCHE,"INSTITUTO PARTICULAR MIXTO, PLAN FIN DE SEMANA, LICENCIADO VALENTIN DEL VALLE GONGORA"", . VALENTIN DEL VALLE GONGORA",ALDEA RANCHO ALEGRE,['37510203'],HUGO RENE MACZ POP,GLADIS ODILY MARTINEZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6074,17-10-0361-46,17-10-1046,PETEN,SAYAXCHE,"INSTITUTO PRIVADO MIXTO VESPERTINO ""PROF. JOSE OTILIO FLORES CARBAJAL",BARRIO EL CENTRO,['31179873'],HUGO RENE MACZ POP,ANY YAMILETH FLORES LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6075,17-10-0363-46,17-10-1051,PETEN,SAYAXCHE,COLEGIO MIXTO PRIVADO ETEVE JOBS,ALDEA EL PATO,['30588161'],RODERICO DE LA CRUZ ICAL,VILDA JUDITH ORTIZ RIVERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6076,17-10-0365-46,17-10-1048,PETEN,SAYAXCHE,COLEGIO PRIVADO MIXTO JACOBO ARBENZ GUZMAN,ALDEA LAS POZAS,['30432696'],RICARDO SUB XOL,TOMAS GARCIA RIVERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6077,17-10-0367-46,17-10-1050,PETEN,SAYAXCHE,"INSTITUTO PRIVADO MIXTO VESPERTINO ""PROF JOSE OTILIO FLORES CARBAJAL""",ALDEA TIERRA BLANCA,['59061172'],HERVIN ESMERALDO ESPAÑA,LESLY ELIZABETH MORAN LEIVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6078,17-10-0369-46,17-10-1049,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO LA REINITA,CASERIO LA REINITA,['57869854'],ALFONZO CLAUDIO SALES,MARIA EDITA LEIVA BARRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6079,17-10-0371-46,17-10-1047,PETEN,SAYAXCHE,"COLEGIO PRIVADO MIXTO""SAN JUAN""",CASERIO SAN JUAN ACUL,['33377199'],NAZARIO BONIFACIO POP ICAL,FREDY ANTONIO CUELLAR RODRIGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
6080,17-10-0376-46,17-019,PETEN,SAYAXCHE,"INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO, ALDEA LAS POZAS, SAYAXCHE, PETEN",ALDEA LAS POZAS SAYAXCHE PETEN ALDEA,['NO_VALIDO'],NAZARIO BONIFACIO POP ICAL,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,BILINGUE,VESPERTINA,DIARIO(REGULAR)
6081,17-10-0378-46,17-024,PETEN,SAYAXCHE,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA TIERRA BLANCA SAYAXCHE PETEN ALDEA,['NO_VALIDO'],RODERICO DE LA CRUZ ICAL,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,BILINGUE,MATUTINA,DIARIO(REGULAR)
6082,17-10-0379-46,17-10-1050,PETEN,SAYAXCHE,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA TIERRA BLANCA,['49768096'],HERVIN ESMERALDO ESPAÑA,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR)
6083,17-10-0381-46,17-10-1048,PETEN,SAYAXCHE,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LAS POZAS,['46642870'],RICARDO SUB XOL,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
6084,17-10-0512-46,17-018,PETEN,SAYAXCHE,ESC. DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA,BARRIO EL CENTRO,['54175879'],HUGO RENE MACZ POP,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6085,17-10-2965-46,17-10-1046,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO SAYAXCHE,['31179873'],HUGO RENE MACZ POP,ANY YAMILETH FLORES LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6086,17-10-3492-46,17-10-1046,PETEN,SAYAXCHE,"ESCUELA NORMAL BILINGUE INTERCULTURAL/ TZOLEB´ AAL TIJONEL Q´EQCHI´ ""DR. DEMETRIO COJTI CUXIL""",BARRIO LA DEMOCRACIA,['40973517'],HUGO RENE MACZ POP,ELMER RODERICO PONCE DIAZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR)
6087,17-10-3566-46,17-018,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,['47181718'],HUGO RENE MACZ POP,CARLOS ALBERTO FLORES ZETINA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6088,17-10-3696-46,17-10-1046,PETEN,SAYAXCHE,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,['31179873'],HUGO RENE MACZ POP,ANY YAMILETH FLORES LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6089,17-11-0010-46,17-020,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,BARRIO FALLABON,['30779107'],ALFONZO CLAUDIO SALES,SALVADOR EDUARDO FLORES MAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6090,17-11-0039-46,17-11-1052,PETEN,MELCHOR DE MENCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,['40275580'],PABLO LORENZO ZETINO,NILDA LISBETT MANZANERO COCON,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6091,17-11-0040-46,17-11-1053,PETEN,MELCHOR DE MENCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL CRUZADERO,['32491214'],PABLO LORENZO ZETINO,EDGAR OMAR GONZALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6092,17-11-0053-46,17-021,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO MOPAN,ALDEA EL CRUZADERO,['46799812'],PABLO LORENZO ZETINO,JUAN LUIS NAJERA CASTILLO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR)
6093,17-11-0056-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,['30233323'],PABLO LORENZO ZETINO,MAYRA LORENA CHAN HERCULES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6094,17-11-0066-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,['40910489'],PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6095,17-11-0069-46,17-021,PETEN,MELCHOR DE MENCOS,"INSTITUTO MIXTO PARTICULAR ""PEM PEDRO CASTELLANOS TZUL""",BARRIO EL CENTRO,['57839107'],PABLO LORENZO ZETINO,HECTOR FERNANDO ARCHILA IBAÑEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6096,17-11-0070-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,['40910489'],PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6097,17-11-0073-46,17-021,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO CIENCIA Y TECNOLOGIA,BARRIO EL CENTRO,['46799812'],PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6098,17-11-0077-46,17-021,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO CIENCIA Y TECNOLOGIA,BARRIO EL CENTRO,['46799812'],PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6099,17-11-0079-46,17-021,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,BARRIO FALLABON,['30779107'],PABLO LORENZO ZETINO,KENYA ARLIN PEREZ VENTURA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6100,17-11-0080-46,17-020,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,DIMAS DOMINGO TRUJILLO BARRERA BARRIO FALLABON,['30779107'],ALFONZO CLAUDIO SALES,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6101,17-11-0082-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,['30233323'],PABLO LORENZO ZETINO,MAYRA LORENA CHAN HERCULES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
6102,17-11-0084-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA"" -CECT-",BARRIO EL CENTRO,['40910489'],PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6103,17-11-0087-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGUE ""VALPARAISO DE JESUS""",BARRIO FALLABON,['30246158'],PABLO LORENZO ZETINO,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6104,17-11-0089-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO ""CIENCIA Y TECNOLOGIA""-CECT-",BARRIO EL CENTRO,['40910489'],PABLO LORENZO ZETINO,WILLIAMS ADELSO HERNANDEZ LOBOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6105,17-11-0091-46,17-021,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO MOPAN,ALDEA EL CRUZADERO,['46799812'],PABLO LORENZO ZETINO,BRENDA ALEJANDRA SOLARES GRAMAJO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6106,17-11-0361-46,99-001,PETEN,MELCHOR DE MENCOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES,NO_ESPECIFICADO,['NO_VALIDO'],SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6107,17-11-2838-46,17-11-1052,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO DE CAPACITACION PROFESIONAL CECAP,BARRIO EL CENTRO,['58150129'],PABLO LORENZO ZETINO,EDGAR RUDEL MAURICIO BOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6108,17-11-2839-46,17-021,PETEN,MELCHOR DE MENCOS,"INSTITUTO MIXTO PARTICULAR ""PEM.PEDRO CASTELLANOS TZUL""",BARRIO EL CENTRO,['57839107'],PABLO LORENZO ZETINO,HECTOR FERNANDO ARCHILA IBAÑEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6109,17-11-3724-46,17-020,PETEN,MELCHOR DE MENCOS,COLEGIO MIXTO PARTICULAR NUEVA VIDA,BARRIO EL CENTRO,['NO_VALIDO'],ALFONZO CLAUDIO SALES,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6110,17-11-3898-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGUE ""VALPARAISO DE JESUS""",BARRIO FALLABON,['30246158'],PABLO LORENZO ZETINO,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6111,17-11-3899-46,17-020,PETEN,MELCHOR DE MENCOS,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,BARRIO FALLABON,['30779107'],ALFONZO CLAUDIO SALES,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
6112,17-11-4119-46,17-021,PETEN,MELCHOR DE MENCOS,ENBI CENTRO EDUCATIVO MELCHOR,BARRIO EL CAMPITO,['NO_VALIDO'],PABLO LORENZO ZETINO,NILDA LISBETT MANZANERO COCON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6113,17-11-4154-46,17-11-1052,PETEN,MELCHOR DE MENCOS,"CENTRO EDUCATIVO BILINGUE ""VALPARAISO DE JESUS""",BARRIO FALLABON,['30246158'],PABLO LORENZO ZETINO,ROSIMBEL LOYO SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6114,17-12-0002-46,17-12-1054,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""","RA CALLE ""A""  ZONA",['41511141'],OCTAVIO LONE GUERRA,RAMON FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6115,17-12-0082-46,NO_ESPECIFICADO,PETEN,POPTUN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO LAS DELICIAS,['NO_VALIDO'],NO_ESPECIFICADO,BYRON HAROLDO ORREGO ROSALES,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6116,17-12-0083-46,17-12-1055,PETEN,POPTUN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA BARBARA ALDEA MACHAQUILA,['50576860'],JUAN FRANCISCO OLIVA ESTRADA,YUMILITH MELISSA PALMA TOBAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6117,17-12-0084-46,17-12-1222,PETEN,POPTUN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO IXOBEL,['40716193'],JOSUE NEHEMIAS DE PAZ GONZALEZ,JENNIFER SUSANA FLORES YAC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6118,17-12-0113-46,17-12-1055,PETEN,POPTUN,INSTITUTO DE CIENCIAS AGROFORESTALES Y VIDA SILVESTRE (ICAVIS),ALDEA MACHAQUILA,['57101460'],JUAN FRANCISCO OLIVA ESTRADA,EDGAR ESTUARDO TEC SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6119,17-12-0114-46,17-12-1054,PETEN,POPTUN,"CENTRO EDUCATIVO INTEGRAL CRISTIANO ""CEIC""",A AVENIDA  ZONA,['79276209'],OCTAVIO LONE GUERRA,FELMAN ARINEL MARTINEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6120,17-12-0115-46,17-026,PETEN,POPTUN,CENTRO EDUCATIVO INTEGRAL CRISTIANO -CEIC-,A AVENIDA  ZONA,['42643597'],CARMEN NEDITA NATARENO PADILLA,GUDELIA GRILDETH ESCOBAR CALDERON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6121,17-12-0119-46,17-12-1222,PETEN,POPTUN,INSTITUTO DE CAPACITACION ADVENTISTA DEL PETEN,ALDEA LAS LAJAS,['40690158'],JOSUE NEHEMIAS DE PAZ GONZALEZ,HERSON MISAEL MAZARIEGOS GODINEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
6122,17-12-0127-46,17-12-1054,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BULEVAR  DE JUNIO Y  AVENIDA ZONA  BARRIO SAN FRANCISCO,['79278625'],OCTAVIO LONE GUERRA,FERMINA CORDOVA PELAES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6123,17-12-0129-46,17-12-1054,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BULEVAR  DE JUNIO Y  AVENIDA ZONA  BARRIO SAN FRANCISCO,['79278625'],OCTAVIO LONE GUERRA,ODWED ANTONIO ALVAREZ ARENAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6124,17-12-0133-46,17-12-1054,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BULEVAR  DE JUNIO Y A AVENIDA ZONA  BARRIO SAN FRANCISCO,['79278625'],OCTAVIO LONE GUERRA,GLADYS AZUCENA GOMEZ SALAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
6125,17-12-0134-46,17-022,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BULEVAR  DE JUNIO Y A AVENIDA ZONA  BARRIO SAN FRANCISCO,['79278625'],JUAN FRANCISCO OLIVA ESTRADA,GLADYS AZUCENA GOMEZ SALAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6126,17-12-0140-46,17-022,PETEN,POPTUN,LICEO CIENCIA Y DESARROLLO CON ORIENTACION TECNICA Y CIENTIFICA,AV DE SEPTIEMBRE ZONA,['41676906'],JUAN FRANCISCO OLIVA ESTRADA,CARLOS HUMBERTO MARROQUIN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6127,17-12-0142-46,17-022,PETEN,POPTUN,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,"RACALLE""A""  ZONA",['79277745'],JUAN FRANCISCO OLIVA ESTRADA,RAMON FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6128,17-12-0143-46,17-022,PETEN,POPTUN,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,RA CALLE A  ZONA,['79277745'],JUAN FRANCISCO OLIVA ESTRADA,VENEDICTO ISRAEL VALLE GUERRA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
6129,17-12-0145-46,17-12-1054,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BOULEVARD  DE JUNIO AV ZONA  BARRIO SAN FRANCISCO,['79278625'],OCTAVIO LONE GUERRA,FERMINA CORDOVA PELAES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
6130,17-12-0149-46,17-022,PETEN,POPTUN,"CENTRO DE ESTUDIOS PREUNIVERSITARIOS ""MONTE SION""",BARRIO SANTA MARIA,['49139861'],JUAN FRANCISCO OLIVA ESTRADA,HENRY FRANCISCO RUIZ BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
6131,17-12-0152-46,17-022,PETEN,POPTUN,CENTRO DE ESTUDIOS PREUNIVERSITARIOS MONTE SION,BARRIO SANTA MARIA,['42221946'],JUAN FRANCISCO OLIVA ESTRADA,HENRY FRANCISCO RUIZ BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
6132,17-12-0156-46,17-022,PETEN,POPTUN,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,RACALLE A NONA,['79277745'],JUAN FRANCISCO OLIVA ESTRADA,FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
6133,17-12-0173-46,17-12-1054,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",RACALLE A ZONA,['41511141'],OCTAVIO LONE GUERRA,RAMON FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
6134,17-12-0174-46,17-12-1054,PETEN,POPTUN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",RACALLE AZONA,['42190516'],OCTAVIO LONE GUERRA,RAMON FRANCISCO CASTELLANOS MATUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6135,17-12-0176-46,17-12-1054,PETEN,POPTUN,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA EL ""SHADDAI""",BOULEVARD  DE JUNIO Y AAV ZONA I BARRIO SAN FRANCISCO,['79278625'],OCTAVIO LONE GUERRA,GLADYS AZUCENA GOMEZ SALAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
6136,17-12-0178-46,17-12-1054,PETEN,POPTUN,"""LICEO CIENCIA Y DESARROLLO"" CON ORIENTACION TECNICA Y CIENTIFICA",POPTUN,['35962859'],OCTAVIO LONE GUERRA,CARLOS HUMBERTO MARROQUIN MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
